DATAFLOW,freq,indic_de,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2007,0.7,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2008,0.5,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2009,0.7,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2011,0.8,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2012,0.7,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2015,0.7,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2016,0.6,
ESTAT:TPS00206(1.0),A,GDIVRT,XK,2017,0.6,
ESTAT:TPS00206(1.0),A,GNUPRT,AD,2007,3.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AD,2008,3.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AD,2009,3.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AD,2012,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2007,7.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2008,6.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2013,8.2,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2014,8.2,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2015,8.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2016,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2017,7.9,
ESTAT:TPS00206(1.0),A,GNUPRT,AL,2018,8.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2007,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2008,5.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2009,5.8,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2010,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2011,6.0,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2015,5.9,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2016,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2017,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AM,2018,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2007,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2008,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2009,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2010,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2011,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2012,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2013,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2014,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2015,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2016,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2017,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AT,2018,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2007,9.5,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2008,9.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2009,8.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2010,8.7,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2011,9.6,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2012,8.5,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2013,9.2,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2014,8.9,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2015,7.1,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2016,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2017,6.4,
ESTAT:TPS00206(1.0),A,GNUPRT,AZ,2018,6.3,
ESTAT:TPS00206(1.0),A,GNUPRT,BA,2007,6.1,
ESTAT:TPS00206(1.0),A,GNUPRT,BA,2008,5.8,
ESTAT:TPS00206(1.0),A,GNUPRT,BA,2009,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,BA,2010,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,BA,2012,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2007,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2008,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2009,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2010,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2011,3.7,b
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2012,3.8,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2013,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2014,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2015,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2016,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BE,2017,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2007,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2008,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2009,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2010,3.3,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2011,2.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2012,2.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2013,3.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2014,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2015,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2016,3.8,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2017,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BG,2018,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2007,9.3,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2008,8.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2009,8.2,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2010,8.1,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2011,9.2,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2012,8.1,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2013,9.2,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2014,8.9,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2015,8.6,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2016,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2017,7.0,
ESTAT:TPS00206(1.0),A,GNUPRT,BY,2018,6.4,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2007,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2008,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2009,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2010,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2011,5.3,b
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2012,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2013,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2014,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2015,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2016,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2017,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CH,2018,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2007,8.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2008,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2009,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2010,7.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2011,7.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2012,6.7,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2013,6.4,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2014,6.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2015,7.2,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2016,7.5,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2017,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CY,2018,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2007,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2008,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2009,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2010,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2011,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2012,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2013,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2014,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2015,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2016,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2017,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,CZ,2018,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2007,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2008,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2009,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2010,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2011,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2012,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2013,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2014,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2015,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2016,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,DE,2017,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2007,6.7,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2008,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2009,6.0,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2010,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2011,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2012,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2013,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2014,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2015,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2016,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2017,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,DK,2018,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2007,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2008,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2009,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2010,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2011,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2012,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2013,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2014,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2015,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2016,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EA18,2017,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2007,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2008,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2009,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2010,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2011,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2012,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2013,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2014,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2015,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2016,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EA19,2017,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2007,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2008,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2009,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2010,3.8,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2011,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2012,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2013,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2014,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2015,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2016,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2017,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EE,2018,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2007,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2008,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2009,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2010,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2011,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2012,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2013,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2014,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2015,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2016,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2017,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,EL,2018,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2007,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2008,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2009,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2010,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2011,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2012,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2013,3.3,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2014,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2015,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2016,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2017,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,ES,2018,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2007,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2008,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2009,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2010,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2011,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2013,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2014,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2015,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27,2016,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27_2019,2016,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EU27_2019,2017,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2007,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2008,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2009,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2010,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2011,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2013,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2014,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2015,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,EU28,2016,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2007,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2008,5.8,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2009,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2010,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2011,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2012,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2013,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2014,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2015,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2016,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2017,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,FI,2018,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2007,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2008,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2009,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2010,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2011,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2012,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2013,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2014,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2015,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2016,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,FR,2017,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2007,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2008,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2009,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2010,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2011,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,FX,2012,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2007,5.7,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2008,7.2,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2009,7.2,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2010,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2011,6.9,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2014,7.7,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2015,7.8,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2016,6.7,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2017,6.4,
ESTAT:TPS00206(1.0),A,GNUPRT,GE,2018,6.2,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2007,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2008,5.4,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2009,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2010,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2011,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2012,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2013,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2014,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2015,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2016,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2017,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,HR,2018,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2007,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2008,4.0,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2009,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2010,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2011,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2012,3.6,b
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2013,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2014,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2015,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2016,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2017,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,HU,2018,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2007,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2008,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2009,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2010,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2011,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2012,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2013,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2014,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2015,4.7,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2016,4.8,
ESTAT:TPS00206(1.0),A,GNUPRT,IE,2017,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,IS,2007,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,IS,2008,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IS,2009,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,IS,2010,4.9,
ESTAT:TPS00206(1.0),A,GNUPRT,IS,2011,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2007,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2008,4.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2009,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2010,3.7,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2011,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2012,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2013,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2014,3.1,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2015,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2016,3.4,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2017,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,IT,2018,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2007,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2008,5.8,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2009,4.3,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2010,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2011,4.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LI,2012,5.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2007,7.1,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2008,7.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2009,6.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2010,6.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2011,6.3,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2012,6.9,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2013,6.9,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2014,7.6,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2015,7.6,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2016,7.4,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2017,7.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LT,2018,7.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2007,4.1,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2008,3.9,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2009,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2010,3.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2011,3.3,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2012,3.4,b
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2013,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2014,3.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2015,3.6,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2016,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2017,3.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LU,2018,3.1,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2007,7.0,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2008,5.9,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2009,4.6,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2010,4.4,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2011,5.2,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2012,5.5,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2013,5.7,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2014,6.3,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2015,6.9,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2016,6.6,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2017,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,LV,2018,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2007,8.2,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2008,7.5,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2009,7.5,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2010,7.4,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2011,7.3,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2012,6.8,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2013,6.9,
ESTAT:TPS00206(1.0),A,GNUPRT,MD,2014,7.2,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2007,6.5,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2008,5.6,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2009,6.1,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2010,5.9,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2012,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2013,6.2,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2014,5.7,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2015,6.2,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2016,5.1,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2017,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,ME,2018,5.3,
ESTAT:TPS00206(1.0),A,GNUPRT,MK,2007,7.6,
ESTAT:TPS00206(1.0),A,GNUPRT,MK,2008,7.2,
ESTAT:TPS00206(1.0),A,GNUPRT,MK,2009,7.3,
